基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
85,博时安盈债券C,债券型-中短债,2013-04-23,16.19,0.0,111.68,0.12,10.18
89,民生加银高等级信用债C,债券型-中短债,2013-04-25,6.09,0.0,137.03,0.4,0.01
90,民生加银高等级信用债A,债券型-中短债,2013-04-25,3.22,0.0,137.03,0.4,0.01
103,国泰中国企业境外高收益债,QDII-纯债,2013-04-26,1.02,0.0,91.66,7.43,1.99
104,华宸未来稳健添利债券A,债券型-混合一级,2013-08-20,0.984829,0.0,89.4,3.39,11.33
107,富国稳健增强债券A/B,债券型-混合二级,2013-05-21,42.21,14.58,93.38,0.78,1.2
109,富国稳健增强债券C,债券型-混合二级,2013-05-21,8.61,14.58,93.38,0.78,1.2
110,金鹰元安混合A,混合型-偏债,2013-05-20,0.150918,21.06,75.32,4.24,3.63
118,广发聚鑫债券A,债券型-混合二级,2013-06-05,69.94,21.25,99.89,0.69,4.67
119,广发聚鑫债券C,债券型-混合二级,2013-06-05,6.97,21.25,99.89,0.69,4.67
121,华夏永福混合A,混合型-偏债,2013-08-13,9.28,29.51,80.94,1.24,7.06
122,汇添富实业债债券A,债券型-混合一级,2013-06-14,22.82,0.0,107.85,2.66,1.7
123,汇添富实业债债券C,债券型-混合一级,2013-06-14,1.27,0.0,107.85,2.66,1.7
128,大成景安短融债券A,债券型-中短债,2013-05-24,5.07,0.0,88.82,0.44,10.79
129,大成景安短融债券B,债券型-中短债,2013-05-24,9.03,0.0,88.82,0.44,10.79
130,大成景兴信用债债券A,债券型-混合一级,2013-06-04,0.890337,0.0,68.89,6.65,26.71
131,大成景兴信用债债券C,债券型-混合一级,2013-06-04,0.694661,0.0,68.89,6.65,26.71
142,融通增强收益债券A,债券型-混合二级,2013-05-30,42.38,14.79,107.83,0.59,6.56
143,鹏华双债加利债券A,债券型-混合二级,2013-05-27,22.17,20.91,97.39,3.22,5.12
149,华安双债添利债券A,债券型-混合一级,2013-06-14,0.414001,0.0,93.67,0.14,6.55
150,华安双债添利债券C,债券型-混合一级,2013-06-14,0.313869,0.0,93.67,0.14,6.55
171,易方达裕丰回报债券A,债券型-混合二级,2013-08-23,178.65,17.04,115.31,0.86,2.83
174,汇添富高息债债券A,债券型-混合一级,2013-06-27,2.1,0.0,130.76,20.55,0.01
175,汇添富高息债债券C,债券型-混合一级,2013-06-27,1.41,0.0,130.76,20.55,0.01
179,广发美国房地产指数人民币(QDII)A,指数型-海外股票,2013-08-09,1.43,0.0,0.0,9.8,94.06
180,广发美国房地产指数美元现汇(QDII)A,指数型-海外股票,2013-08-09,1.43,0.0,0.0,9.8,94.06
181,景顺长城四季金利债券A,债券型-混合二级,2013-07-30,25.88,0.0,119.24,1.01,6.35
182,景顺长城四季金利债券C,债券型-混合二级,2013-07-30,1.15,0.0,119.24,1.01,6.35
183,嘉实丰益策略定期债券,债券型-混合一级,2013-07-30,15.21,0.0,115.1,0.07,1.21
184,工银添福债券A,债券型-混合二级,2013-10-31,0.411625,15.78,109.33,4.06,3.2
185,工银添福债券B,债券型-混合二级,2013-10-31,0.126435,15.78,109.33,4.06,3.2
186,华泰柏瑞季季红债券A,债券型-混合一级,2013-11-13,76.93,0.0,114.2,0.01,0.03
189,易方达丰华债券A,债券型-混合二级,2016-01-13,25.92,16.38,109.34,0.41,6.85
190,中银新回报灵活配置混合A,混合型-灵活,2013-09-10,14.09,9.53,124.05,4.24,1.47
200,博时岁岁增利一年持有期债券A,债券型-中短债,2013-06-26,48.69,0.0,107.54,0.1,2.87
207,建信双债增强债券A,债券型-混合一级,2013-07-25,0.123213,0.0,92.39,1.13,6.86
208,建信双债增强债券C,债券型-混合一级,2013-07-25,0.127356,0.0,92.39,1.13,6.86
215,广发趋势优选灵活配置混合A,混合型-灵活,2013-09-11,11.12,17.88,78.15,0.54,4.21
216,华安黄金易ETF联接A,指数型-其他,2013-08-22,28.72,0.0,0.28,8.35,93.82
217,华安黄金易ETF联接C,指数型-其他,2013-08-22,82.1,0.0,0.28,8.35,93.82
218,国泰黄金ETF联接A,指数型-其他,2016-04-13,25.37,0.0,0.0,6.33,97.3
221,汇添富年年利定期开放债券A,债券型-混合一级,2013-09-06,19.82,0.0,84.22,0.29,16.29
222,汇添富年年利定期开放债券C,债券型-混合一级,2013-09-06,0.1100579999999999,0.0,84.22,0.29,16.29
227,华安年年红债券A,债券型-混合一级,2013-11-14,1.26,0.0,74.43,0.39,25.31
236,工银月月薪定期支付债券A,债券型-混合二级,2013-08-14,2.21,20.0,81.38,1.07,1.18
239,华安年年盈定开债A,债券型-混合一级,2015-02-03,0.5174479999999999,0.0,55.6,3.55,41.36
240,华安年年盈定开债C,债券型-混合一级,2015-02-03,0.0492779999999999,0.0,55.6,3.55,41.36
244,天弘稳利定期开放A,债券型-混合一级,2013-07-19,10.82,0.0,177.3,3.67,0.02
245,天弘稳利定期开放B,债券型-混合一级,2013-07-19,0.118422,0.0,177.3,3.67,0.02
248,汇添富中证主要消费ETF联接A,指数型-股票,2015-03-24,42.44,0.1,0.11,5.0,96.61
254,长城增强收益定期开放债券A,债券型-混合一级,2013-09-06,0.907217,0.0,105.67,5.88,0.0
255,长城增强收益定期开放债券C,债券型-混合一级,2013-09-06,0.4523029999999999,0.0,105.67,5.88,0.0
274,广发亚太中高收益债(QDII)A,QDII-纯债,2013-11-28,0.753552,0.0,90.34,16.91,4.08
275,广发亚太中高收益债美元现汇(QDII)A,QDII-纯债,2013-11-28,0.753552,0.0,90.34,16.91,4.08
286,银华信用季季红债券A,债券型-混合一级,2013-09-18,17.95,0.0,134.2,2.33,0.73
289,鹏华丰泰定开债A,债券型-混合一级,2013-09-24,5.38,0.0,108.26,13.0,0.0
290,鹏华全球高收益债(QDII),QDII-纯债,2013-10-22,5.97,0.0,92.15,9.9,12.38
295,鹏华丰实定期开放债券A,债券型-混合一级,2013-09-10,19.79,0.0,116.92,0.77,0.0
296,鹏华丰实定期开放债券B,债券型-混合一级,2013-09-10,0.046237,0.0,116.92,0.77,0.0
297,鹏华可转债债券A,债券型-混合二级,2015-02-03,38.68,19.85,86.39,3.83,2.54
306,天弘弘利债券A,债券型-混合二级,2013-09-11,31.15,0.0,94.54,13.2,5.47
307,易方达黄金ETF联接A,指数型-其他,2016-05-26,19.58,0.0,1.99,5.23,94.66
310,安信永利信用A,债券型-混合一级,2013-11-08,0.387563,0.0,126.9,3.5,0.02
319,宏利淘利债券A,债券型-混合一级,2014-08-06,17.8,0.0,122.37,0.45,0.29
320,宏利淘利债券C,债券型-混合一级,2014-08-06,3.16,0.0,122.37,0.45,0.29
329,鹏华丰饶定开债,债券型-混合一级,2016-08-24,12.15,0.0,117.92,2.29,4.93
333,长城稳固收益债券A,债券型-混合二级,2015-01-28,0.088171,0.0,101.29,0.6,0.78
334,长城稳固收益债券C,债券型-混合二级,2015-01-28,0.084614,0.0,101.29,0.6,0.78
335,安信永利信用C,债券型-混合一级,2013-11-08,0.291012,0.0,126.9,3.5,0.02
338,鹏华双债保利债券B,债券型-混合二级,2013-09-18,34.17,23.38,97.65,1.96,0.01
341,嘉实新兴市场C2(QDII),QDII-纯债,2013-11-26,0.599788,0.0,101.5,1.71,0.74
342,嘉实新兴市场A1(QDII),QDII-纯债,2013-11-26,21.91,0.0,101.5,1.71,0.74
345,鹏华丰融定开债,债券型-混合一级,2013-11-19,7.57,0.0,112.7,1.31,1.32
355,南方丰元信用增强债券A,债券型-混合一级,2013-11-12,6.65,0.0,132.81,0.11,0.02
356,南方丰元信用增强债券C,债券型-混合一级,2013-11-12,2.67,0.0,132.81,0.11,0.02
367,国泰安康定期支付混合A,混合型-偏债,2014-04-30,1.01,24.11,82.03,2.3,4.36
373,华安中证细分医药ETF联接A,指数型-股票,2014-11-28,0.405671,0.0,0.0,5.46,95.6
376,华安中证细分医药ETF联接C,指数型-股票,2014-11-28,0.716969,0.0,0.0,5.46,95.6
377,摩根双债增利债券A,债券型-混合二级,2013-12-11,0.366561,22.32,90.2,3.55,0.11
378,摩根双债增利债券C,债券型-混合二级,2013-12-11,0.043445,22.32,90.2,3.55,0.11
385,景顺长城景颐双利债券A,债券型-混合二级,2013-11-13,131.52,19.89,98.49,0.71,4.76
386,景顺长城景颐双利债券C,债券型-混合二级,2013-11-13,10.64,19.89,98.49,0.71,4.76
394,融通通源短融债券A,债券型-中短债,2013-12-31,1.13,0.0,104.49,4.18,6.57
406,汇添富双利增强债券A,债券型-混合二级,2013-12-03,8.85,8.87,115.68,4.5,2.0
407,汇添富双利增强债券C,债券型-混合二级,2013-12-03,0.7791100000000001,8.87,115.68,4.5,2.0
410,益民服务领先混合A,混合型-灵活,2013-12-13,2.24,0.0,87.28,10.25,2.62
423,前海开源事件驱动混合A,混合型-灵活,2013-12-19,0.4182649999999999,16.01,0.0,29.64,63.57
436,易方达裕惠定开混合A,混合型-偏债,2013-12-17,11.31,13.32,113.27,0.6,15.29
487,嘉实3个月理财债券A,债券型-中短债,2014-06-27,2.62,0.0,91.45,19.86,0.01
488,嘉实3个月理财债券E,债券型-中短债,2014-06-27,15.98,0.0,91.45,19.86,0.01
503,中信建投景和中短债A,债券型-中短债,2014-01-27,8.3,0.0,103.31,0.64,3.48
504,中信建投景和中短债C,债券型-中短债,2014-01-27,4.74,0.0,103.31,0.64,3.48
507,宏利宏达混合A,混合型-偏债,2014-03-05,0.47912,24.86,75.97,1.93,11.48
508,宏利宏达混合B,混合型-偏债,2014-03-05,0.0854429999999999,24.86,75.97,1.93,11.48
511,国泰国策驱动灵活配置混合A,混合型-灵活,2014-02-17,0.231055,15.67,42.92,42.97,0.1
536,前海开源可转债债券,债券型-混合二级,2014-03-25,13.23,0.0,80.88,4.89,14.55
546,兴业定开债A,债券型-混合一级,2014-03-13,28.47,0.0,110.58,0.18,0.93
556,国投瑞银新机遇灵活配置混合A,混合型-灵活,2014-03-11,0.358481,5.82,80.18,2.45,19.87
557,国投瑞银新机遇灵活配置混合C,混合型-灵活,2014-03-11,0.3894869999999999,5.82,80.18,2.45,19.87
572,中银多策略混合A,混合型-灵活,2014-03-31,3.92,9.35,102.14,5.68,15.7
578,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,2014-04-17,0.2132659999999999,10.12,95.2,0.83,0.59
579,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,2014-04-17,0.019225,10.12,95.2,0.83,0.59
583,江信聚福定开债,债券型-混合一级,2014-05-29,2.76,0.0,77.54,1.21,21.34
597,中海积极收益混合,混合型-灵活,2014-05-26,1.26,18.25,74.26,7.85,0.02
613,国寿安保沪深300ETF联接A,指数型-股票,2014-06-05,16.98,0.0,0.0,5.33,94.7
614,华安德国(DAX)联接(QDII)A,指数型-海外股票,2014-08-12,2.14,0.0,0.0,11.04,94.68
639,宝盈祥瑞混合A,混合型-偏债,2014-05-21,0.049671,11.55,87.06,1.85,0.04
668,国寿安保尊享债券A,债券型-混合一级,2014-07-24,2.62,0.0,125.64,1.45,3.38
669,国寿安保尊享债券C,债券型-混合一级,2014-07-24,0.4267479999999999,0.0,125.64,1.45,3.38
673,融通四季添利债券(LOF)C,债券型-混合一级,2020-05-13,6.83,0.0,120.68,0.92,9.45
674,中海中短债债券A,债券型-中短债,2014-08-29,0.498602,0.0,98.74,2.4,2.91
692,汇添富双利债券C,债券型-混合二级,2014-06-18,5.03,14.01,107.93,1.73,1.78
715,民生加银高等级信用债E,债券型-中短债,2014-08-11,5.25,0.0,137.03,0.4,0.01
728,工银目标收益一年定开C,债券型-混合一级,2014-08-12,0.325802,0.0,128.4,1.8,0.38
743,红塔红土盛世普益混合发起式,混合型-灵活,2014-09-18,0.277995,25.46,35.58,10.82,31.35
791,银华安颐中短债双月持有期债券C,债券型-中短债,2014-09-05,22.3,0.0,117.89,0.78,0.86
792,招商定期宝六个月期理财债券,债券型-中短债,2017-06-16,0.393396,0.0,0.0,60.78,39.6
801,中金纯债A,债券型-混合一级,2014-11-04,6.8,0.0,126.07,0.1,11.13
802,中金纯债C,债券型-混合一级,2014-11-04,0.120341,0.0,126.07,0.1,11.13
804,中信建投稳利混合A,混合型-偏债,2014-09-26,0.307604,0.0,86.35,13.75,8.08
808,招商招利1个月期理财债券A,债券型-中短债,2014-09-25,2.09,0.0,95.7,5.48,0.01
809,招商招利1个月期理财债券B,债券型-中短债,2014-09-25,1.26,0.0,95.7,5.48,0.01
810,富国收益增强债券A,债券型-混合二级,2014-10-28,7.48,23.06,93.37,2.66,5.85
812,富国收益增强债券C,债券型-混合二级,2014-10-28,0.462037,23.06,93.37,2.66,5.85
822,东海美丽中国A,混合型-灵活,2014-11-14,0.064822,2.85,121.85,1.05,4.84
834,大成纳斯达克100ETF联接(QDII)A,指数型-海外股票,2014-11-13,34.27,0.0,0.0,7.73,93.86
841,富国新回报灵活配置混合A/B,混合型-灵活,2014-11-26,0.5761149999999999,29.91,56.17,17.93,0.03
843,富国新回报灵活配置混合C,混合型-灵活,2014-11-26,0.01669,29.91,56.17,17.93,0.03
875,建信稳定得利债券A,债券型-混合二级,2014-12-02,37.23,10.76,102.94,0.83,0.01
876,建信稳定得利债券C,债券型-混合二级,2014-12-02,3.96,10.76,102.94,0.83,0.01
892,九泰天宝灵活配置混合A,混合型-灵活,2015-07-23,0.031056,0.0,56.52,6.88,36.75
894,中欧睿达6个月持有混合A,混合型-偏债,2014-12-01,0.518151,8.27,114.17,5.47,0.54
896,鑫元聚鑫收益增强A,债券型-混合二级,2014-12-02,0.964972,0.53,56.9,14.98,29.45
897,鑫元聚鑫收益增强C,债券型-混合二级,2014-12-02,0.243057,0.53,56.9,14.98,29.45
929,博时黄金D,指数型-其他,2014-12-18,0.083106,0.0,0.0,0.96,99.16
930,博时黄金I,指数型-其他,2014-12-18,4.45,0.0,0.0,0.96,99.16
931,国寿安保尊益信用纯债债券,债券型-混合一级,2015-01-22,8.29,0.0,114.03,0.79,3.12
932,前海开源睿远稳健增利混合A,混合型-偏债,2015-01-14,0.171491,20.26,87.14,8.63,5.7
933,前海开源睿远稳健增利混合C,混合型-偏债,2015-01-14,1.25,20.26,87.14,8.63,5.7
942,广发信息技术联接A,指数型-股票,2015-01-29,10.55,3.22,0.97,4.2,92.45
948,华夏沪港通恒生ETF联接A,指数型-股票,2015-01-13,14.74,2.26,0.0,5.4,95.92
950,易方达沪深300非银联接A,指数型-股票,2015-01-22,13.09,0.0,1.15,5.13,97.75
961,天弘沪深300ETF联接A,指数型-股票,2015-01-20,35.05,3.44,0.19,5.08,95.22
962,天弘中证500ETF联接A,指数型-股票,2015-01-20,16.71,3.42,0.15,4.92,94.24
973,新华增盈回报债券,债券型-混合二级,2015-01-16,5.46,16.1,82.05,3.02,0.07
975,MSCI中国A股国际通联接A,指数型-股票,2015-02-12,0.969723,0.0,0.0,7.02,93.45
997,南方双元A,债券型-混合一级,2015-02-10,1.61,0.0,98.28,1.1,0.85
998,南方双元C,债券型-混合一级,2015-02-10,0.232629,0.0,98.28,1.1,0.85
1001,华夏债券A/B,债券型-混合一级,2002-10-23,6.73,0.0,130.83,1.55,0.36
1003,华夏债券C,债券型-混合一级,2006-04-03,4.17,0.0,130.83,1.55,0.36
1011,华夏希望债券A,债券型-混合二级,2008-03-10,55.0,4.42,125.48,0.92,0.03
1013,华夏希望债券C,债券型-混合二级,2008-03-10,4.86,4.42,125.48,0.92,0.03
1019,兴业年年利定开债,债券型-混合一级,2015-02-12,6.27,0.0,105.43,1.27,0.3
1021,华夏亚债中国指数A,指数型-固收,2011-05-25,113.78,0.0,104.91,1.27,0.13
1023,华夏亚债中国指数C,指数型-固收,2011-05-25,11.06,0.0,104.91,1.27,0.13
1031,华夏安康债券A,债券型-混合二级,2012-09-11,30.48,0.0,103.63,0.11,0.0
1033,华夏安康债券C,债券型-混合二级,2012-09-11,0.432662,0.0,103.63,0.11,0.0
1035,中银恒利半年定开债,债券型-混合二级,2015-01-30,19.6,20.05,99.71,1.78,4.39
1051,华夏上证50ETF联接A,指数型-股票,2015-03-17,15.46,0.31,0.0,7.25,95.07
1052,华夏中证500ETF联接A,指数型-股票,2015-05-05,21.5,0.1,0.04,5.91,94.43
1057,华夏理财30天债券A,债券型-中短债,2012-10-24,0.181814,0.0,106.74,0.55,6.4
1058,华夏理财30天债券B,债券型-中短债,2012-10-24,2.17,0.0,106.74,0.55,6.4
1061,华夏收益债券(QDII)A,QDII-纯债,2012-12-07,4.61,0.0,77.48,14.98,10.83
1063,华夏收益债券(QDII)C,QDII-纯债,2012-12-07,1.2,0.0,77.48,14.98,10.83
1064,广发中证环保ETF联接A,指数型-股票,2015-03-25,8.12,0.14,0.72,4.58,95.18
1065,华夏海外收益债券现汇,QDII-纯债,2012-12-07,4.61,0.0,77.48,14.98,10.83
1066,华夏海外收益债券现钞,QDII-纯债,2012-12-07,4.61,0.0,77.48,14.98,10.83
1067,鹏华弘盛混合A,混合型-灵活,2015-02-25,1.44,14.71,114.41,3.68,2.04
1086,华富恒利债券A,债券型-混合二级,2015-08-31,0.096051,18.12,91.17,2.98,3.06
1087,华富恒利债券C,债券型-混合二级,2015-08-31,0.015946,18.12,91.17,2.98,3.06
1115,广发聚安混合A,混合型-偏债,2015-03-25,0.585754,13.04,103.03,1.05,1.44
1116,广发聚安混合C,混合型-偏债,2015-03-25,0.2561239999999999,13.04,103.03,1.05,1.44
1122,鹏华弘利混合A,混合型-灵活,2015-03-12,2.91,28.52,27.56,10.45,38.8
1123,鹏华弘利混合C,混合型-灵活,2015-03-12,0.532654,28.52,27.56,10.45,38.8
1124,融通增强收益债券C,债券型-混合二级,2015-03-05,3.15,14.79,107.83,0.59,6.56
1133,广发中证全指可选消费联接A,指数型-股票,2015-04-15,1.5,0.0,0.15,5.36,95.34
1136,易方达裕如灵活配置混合A,混合型-灵活,2015-03-24,2.31,23.41,74.52,1.71,2.27
1139,华安新动力灵活配置混合A,混合型-灵活,2015-03-24,1.11,0.0,41.39,32.13,35.01
1146,中欧瑾源灵活配置混合A,混合型-灵活,2015-03-31,0.324103,20.24,37.6,4.36,38.22
1147,中欧瑾源灵活配置混合C,混合型-灵活,2015-03-31,0.187302,20.24,37.6,4.36,38.22
1157,国联安睿祺灵活配置混合,混合型-灵活,2015-04-08,4.22,18.77,77.85,4.35,2.4
1164,中欧琪和灵活配置混合A,混合型-灵活,2015-04-07,3.3,8.15,118.4,2.18,0.04
1165,中欧琪和灵活配置混合C,混合型-灵活,2015-04-07,3.26,8.15,118.4,2.18,0.04
1180,广发医药卫生联接A,指数型-股票,2015-05-06,20.29,2.75,0.26,4.81,92.68
1182,易方达安心回馈混合A,混合型-偏债,2015-05-29,20.18,27.86,96.06,0.39,6.15
1183,南方利淘A,混合型-灵活,2015-04-17,2.36,24.44,94.75,1.17,5.03
1189,广发聚宝混合A,混合型-偏债,2015-04-09,1.07,21.34,78.71,0.52,0.63
1190,鹏华弘润混合A,混合型-灵活,2015-04-14,0.272196,0.0,45.7,20.88,37.67
1191,鹏华弘润混合C,混合型-灵活,2015-04-14,0.258973,0.0,45.7,20.88,37.67
1199,创金合信聚利债券A,债券型-混合二级,2015-05-15,3.39,0.0,88.64,1.73,9.71
1200,创金合信聚利债券C,债券型-混合二级,2015-05-15,0.010289,0.0,88.64,1.73,9.71
1202,东方红领先精选混合A,混合型-灵活,2015-04-17,1.81,28.08,76.13,1.27,0.71
1203,东方红稳健精选混合A,混合型-偏债,2015-04-17,6.61,29.45,84.62,3.15,3.76
1204,东方红稳健精选混合C,混合型-偏债,2015-04-17,4.69,29.45,84.62,3.15,3.76
1214,华泰柏瑞中证500ETF联接A,指数型-股票,2015-05-13,2.11,0.12,0.13,7.29,92.92
1228,国联安鑫享灵活配置混合A,混合型-灵活,2015-04-28,0.322499,10.68,84.3,5.2,0.01
1235,中银国有企业债A,债券型-混合一级,2015-09-29,8.05,0.0,117.22,3.13,5.81
1237,博时上证50ETF联接A,指数型-股票,2015-05-27,3.15,0.0,0.0,5.49,97.8
1241,国寿安保中证500ETF联接,指数型-股票,2015-05-29,1.77,0.0,0.68,4.81,94.61
1247,华泰柏瑞新利混合A,混合型-灵活,2015-04-28,16.27,21.23,78.01,0.28,3.79
1249,易方达新利灵活配置混合,混合型-灵活,2015-04-30,7.43,18.96,111.09,1.08,2.75
1257,兴业收益增强债券A,债券型-混合二级,2015-05-29,40.51,19.33,89.98,2.23,1.79
1258,兴业收益增强债券C,债券型-混合二级,2015-05-29,9.43,19.33,89.98,2.23,1.79
1265,国泰兴益灵活配置混合A,混合型-灵活,2015-05-14,0.415551,27.21,53.74,20.86,9.95
1282,华安新机遇灵活配置混合A,混合型-灵活,2015-05-27,0.511259,26.82,62.28,8.06,3.06
1285,易方达新鑫混合I,混合型-灵活,2015-05-14,2.67,10.92,120.73,2.19,1.84
1286,易方达新鑫混合E,混合型-灵活,2015-05-14,15.68,10.92,120.73,2.19,1.84
1289,银华汇利灵活配置混合A,混合型-灵活,2015-05-14,6.46,0.0,103.07,1.44,0.01
1296,长城悦享增利债券A,债券型-混合二级,2017-04-26,0.980769,0.0,91.02,0.69,9.55
1311,华安新回报混合A,混合型-灵活,2015-05-19,0.512887,0.0,46.82,4.57,48.7
1312,华安新优选灵活配置混合A,混合型-灵活,2015-05-29,2.5,28.48,64.31,3.99,3.98
1314,易方达新益混合I,混合型-灵活,2015-06-16,6.16,10.69,125.71,0.56,1.68
1315,易方达新益混合E,混合型-灵活,2015-06-16,0.206317,10.69,125.71,0.56,1.68
1316,安信稳健增值混合A,混合型-灵活,2015-05-25,74.17,16.78,75.84,0.5,18.59
1327,鹏华弘华混合A,混合型-灵活,2015-05-25,0.041697,7.21,13.82,57.24,34.75
1328,鹏华弘华混合C,混合型-灵活,2015-05-25,0.502085,7.21,13.82,57.24,34.75
1329,鹏华弘实混合A,混合型-灵活,2015-05-25,0.942147,0.0,98.87,3.85,0.1
1330,鹏华弘实混合C,混合型-灵活,2015-05-25,1.41,0.0,98.87,3.85,0.1
1331,鹏华弘信混合A,混合型-灵活,2015-05-25,1.47,0.0,103.61,0.16,2.61
1332,鹏华弘信混合C,混合型-灵活,2015-05-25,2.51,0.0,103.61,0.16,2.61
1334,南方利鑫A,混合型-灵活,2015-05-20,0.876396,14.42,103.03,1.42,5.11
1338,安信稳健增值混合C,混合型-灵活,2015-05-25,37.92,16.78,75.84,0.5,18.59
1339,兴银鼎新灵活配置A,混合型-灵活,2015-05-25,0.425613,0.0,126.85,0.19,0.1
1342,易方达新享混合A,混合型-灵活,2015-05-29,4.33,17.47,114.76,1.83,6.87
1343,易方达新享混合C,混合型-灵活,2015-05-29,1.83,17.47,114.76,1.83,6.87
1344,易方达医药ETF联接A,指数型-股票,2017-11-22,4.64,0.0,1.72,3.21,96.79
1355,广发聚泰混合A,混合型-偏债,2015-06-08,13.57,0.0,111.41,1.34,0.97
1356,广发聚泰混合C,混合型-偏债,2015-06-08,27.85,0.0,111.41,1.34,0.97
1358,宝盈祥泰混合A,混合型-偏债,2015-05-29,0.054469,0.0,99.18,5.58,5.27
1359,国联安添鑫灵活配置混合A,混合型-灵活,2015-06-02,0.085337,0.08,91.32,9.27,0.06
1361,景顺中证科技传媒通信150ETF联接,指数型-股票,2015-06-15,2.68,0.0,0.19,5.24,94.98
1362,景顺长城领先回报混合A,混合型-灵活,2015-05-25,0.1766319999999999,27.89,86.52,2.89,0.01
1367,德邦新添利债券A,债券型-混合二级,2015-06-19,0.293543,0.0,141.85,2.27,0.01
1379,景顺长城领先回报混合C,混合型-灵活,2015-06-01,1.12,27.89,86.52,2.89,0.01
1380,鹏华弘盛混合C,混合型-灵活,2015-05-25,0.4168199999999999,14.71,114.41,3.68,2.04
1399,安信鑫安得利混合A,混合型-灵活,2015-06-05,3.29,5.33,76.69,0.41,17.74
1400,安信鑫安得利混合C,混合型-灵活,2015-06-05,1.0,5.33,76.69,0.41,17.74
1405,东方红策略精选混合A,混合型-灵活,2015-06-05,3.29,29.28,81.39,1.59,1.99
1406,东方红策略精选混合C,混合型-灵活,2015-06-05,6.95,29.28,81.39,1.59,1.99
1413,国联鑫起点混合A,混合型-灵活,2015-06-12,0.014605,0.0,63.19,26.9,37.7
1414,国联鑫起点混合C,混合型-灵活,2015-06-12,0.1121849999999999,0.0,63.19,26.9,37.7
1415,中信保诚新锐混合A,混合型-灵活,2015-06-11,0.057473,11.66,63.36,17.16,8.26
1418,宏利创益混合A,混合型-灵活,2015-06-16,0.0889549999999999,3.6,64.11,15.72,29.5
1422,景顺长城安享回报混合A,混合型-灵活,2015-06-15,3.97,10.99,93.8,0.16,5.27
1423,景顺长城安享回报混合C,混合型-灵活,2015-06-15,2.31,10.99,93.8,0.16,5.27
1433,易方达瑞景混合,混合型-灵活,2015-06-30,7.93,17.94,112.03,1.75,2.69
1441,易方达瑞信混合I,混合型-灵活,2018-01-30,4.69,17.94,111.75,1.59,4.09
1442,易方达瑞信混合E,混合型-灵活,2018-01-30,2.71,17.94,111.75,1.59,4.09
